 3212928, 1682683, 2995134, 1666330, 3030703, 1648692, 3023295, 1745806,
 263671, 712820, 211907, 729988, 208565, 744028, 225868, 782198,
 81206, 678934, 80880, 691109, 129698, 707883, 84238, 719518,
 56249, 541995, 56232, 532500, 56835, 552384, 58341, 567244,
 48343, 506501, 48635, 496505, 48425, 511959, 50085, 532109,
 42238, 476464, 42397, 458445, 42787, 491946, 44486, 494319,
 37962, 434542, 38505, 439732, 38591, 446130, 39943, 462588,
